original_proximity,filtered_proximity,slip,task_failure
746.71,746.22,0.0,0.0
746.57,746.28,0.0,0.0
745.33,746.34,0.0,0.0
746.62,746.4,0.0,0.0
746.96,746.46,0.0,0.0
747.0,746.52,0.0,0.0
747.14,746.57,0.0,0.0
745.39,746.62,0.0,0.0
747.34,746.66,0.0,0.0
746.08,746.7,0.0,0.0
747.3,746.73,0.0,0.0
748.08,746.75,0.0,0.0
747.43,746.77,0.0,0.0
747.34,746.78,0.0,0.0
746.77,746.79,0.0,0.0
746.21,746.79,0.0,0.0
747.63,746.78,0.0,0.0
745.8,746.77,0.0,0.0
748.46,746.76,0.0,0.0
747.1,746.74,0.0,0.0
747.36,746.71,0.0,0.0
745.93,746.68,0.0,0.0
745.7,746.65,0.0,0.0
745.67,746.61,0.0,0.0
746.19,746.57,0.0,0.0
746.4,746.54,0.0,0.0
746.36,746.5,0.0,0.0
747.0,746.46,0.0,0.0
747.12,746.42,0.0,0.0
745.79,746.39,0.0,0.0
746.35,746.35,0.0,0.0
746.72,746.32,0.0,0.0
745.84,746.3,0.0,0.0
747.14,746.27,0.0,0.0
746.28,746.25,0.0,0.0
745.59,746.24,0.0,0.0
745.78,746.22,0.0,0.0
745.23,746.21,0.0,0.0
745.46,746.2,0.0,0.0
746.33,746.2,0.0,0.0
747.0,746.2,0.0,0.0
746.98,746.2,0.0,0.0
746.03,746.21,0.0,0.0
745.47,746.22,0.0,0.0
745.56,746.23,0.0,0.0
746.52,746.25,0.0,0.0
745.51,746.26,0.0,0.0
746.38,746.28,0.0,0.0
748.58,746.29,0.0,0.0
745.02,746.31,0.0,0.0
746.5,746.32,0.0,0.0
746.65,746.33,0.0,0.0
744.16,746.33,0.0,0.0
746.66,746.34,0.0,0.0
747.05,746.34,0.0,0.0
747.47,746.34,0.0,0.0
747.59,746.34,0.0,0.0
746.92,746.33,0.0,0.0
747.67,746.33,0.0,0.0
745.48,746.32,0.0,0.0
746.18,746.31,0.0,0.0
746.19,746.3,0.0,0.0
745.65,746.29,0.0,0.0
745.11,746.27,0.0,0.0
745.57,746.26,0.0,0.0
745.75,746.25,0.0,0.0
745.28,746.24,0.0,0.0
746.17,746.23,0.0,0.0
745.14,746.23,0.0,0.0
748.3,746.23,0.0,0.0
747.5,746.22,0.0,0.0
746.4,746.22,0.0,0.0
746.84,746.22,0.0,0.0
745.85,746.22,0.0,0.0
746.59,746.22,0.0,0.0
745.14,746.22,0.0,0.0
745.83,746.23,0.0,0.0
745.02,746.23,0.0,0.0
747.09,746.24,0.0,0.0
746.06,746.24,0.0,0.0
747.14,746.25,0.0,0.0
746.46,746.25,0.0,0.0
746.96,746.25,0.0,0.0
746.08,746.24,0.0,0.0
746.47,746.24,0.0,0.0
745.71,746.23,0.0,0.0
746.26,746.23,0.0,0.0
745.81,746.22,0.0,0.0
746.18,746.22,0.0,0.0
745.7,746.21,0.0,0.0
745.7,746.21,0.0,0.0
746.16,746.21,0.0,0.0
746.32,746.21,0.0,0.0
746.85,746.21,0.0,0.0
746.27,746.21,0.0,0.0
746.99,746.21,0.0,0.0
746.56,746.21,0.0,0.0
745.32,746.21,0.0,0.0
746.51,746.22,0.0,0.0
746.37,746.22,0.0,0.0
745.47,746.23,0.0,0.0
746.0,746.23,0.0,0.0
746.48,746.24,0.0,0.0
746.12,746.25,0.0,0.0
745.79,746.26,0.0,0.0
746.63,746.27,0.0,0.0
746.12,746.28,0.0,0.0
746.3,746.29,0.0,0.0
746.71,746.3,0.0,0.0
746.36,746.31,0.0,0.0
747.45,746.32,0.0,0.0
744.91,746.33,0.0,0.0
745.8,746.33,0.0,0.0
746.37,746.33,0.0,0.0
747.04,746.34,0.0,0.0
747.24,746.34,0.0,0.0
746.47,746.33,0.0,0.0
745.93,746.33,0.0,0.0
747.24,746.32,0.0,0.0
745.5,746.31,0.0,0.0
747.03,746.3,0.0,0.0
745.63,746.28,0.0,0.0
746.72,746.27,0.0,0.0
745.59,746.25,0.0,0.0
746.89,746.23,0.0,0.0
746.24,746.21,0.0,0.0
746.3,746.19,0.0,0.0
745.58,746.18,0.0,0.0
745.65,746.16,0.0,0.0
745.54,746.15,0.0,0.0
747.32,746.14,0.0,0.0
746.18,746.13,0.0,0.0
745.91,746.12,0.0,0.0
744.46,746.11,0.0,0.0
746.71,746.11,0.0,0.0
745.81,746.11,0.0,0.0
745.58,746.11,0.0,0.0
747.17,746.12,0.0,0.0
746.42,746.12,0.0,0.0
745.92,746.13,0.0,0.0
746.65,746.13,0.0,0.0
745.12,746.14,0.0,0.0
745.61,746.14,0.0,0.0
746.52,746.15,0.0,0.0
746.54,746.15,0.0,0.0
746.95,746.16,0.0,0.0
746.58,746.16,0.0,0.0
747.24,746.16,0.0,0.0
744.61,746.16,0.0,0.0
745.47,746.15,0.0,0.0
747.33,746.15,0.0,0.0
745.34,746.15,0.0,0.0
746.46,746.14,0.0,0.0
746.88,746.14,0.0,0.0
746.28,746.13,0.0,0.0
745.01,746.12,0.0,0.0
745.33,746.12,0.0,0.0
746.61,746.11,0.0,0.0
745.79,746.1,0.0,0.0
746.18,746.1,0.0,0.0
746.58,746.09,0.0,0.0
745.94,746.09,0.0,0.0
746.62,746.08,0.0,0.0
744.95,746.08,0.0,0.0
746.55,746.08,0.0,0.0
745.81,746.08,0.0,0.0
746.58,746.08,0.0,0.0
746.6,746.09,0.0,0.0
746.52,746.09,0.0,0.0
745.36,746.09,0.0,0.0
746.31,746.1,0.0,0.0
744.84,746.1,0.0,0.0
746.07,746.1,0.0,0.0
745.62,746.11,0.0,0.0
747.43,746.12,0.0,0.0
745.48,746.13,0.0,0.0
747.3,746.15,0.0,0.0
745.95,746.17,0.0,0.0
744.97,746.18,0.0,0.0
746.75,746.2,0.0,0.0
747.0,746.23,0.0,0.0
745.3,746.25,0.0,0.0
746.51,746.27,0.0,0.0
745.55,746.29,0.0,0.0
746.58,746.31,0.0,0.0
745.6,746.33,0.0,0.0
746.79,746.34,0.0,0.0
745.32,746.36,0.0,0.0
747.47,746.37,0.0,0.0
745.99,746.39,0.0,0.0
747.59,746.39,0.0,0.0
749.71,746.4,0.0,0.0
745.02,746.41,0.0,0.0
747.63,746.41,0.0,0.0
745.27,746.41,0.0,0.0
746.18,746.42,0.0,0.0
745.59,746.42,0.0,0.0
746.1,746.42,0.0,0.0
745.78,746.42,0.0,0.0
746.85,746.42,0.0,0.0
746.2,746.42,0.0,0.0
745.94,746.42,0.0,0.0
746.33,746.42,0.0,0.0
746.77,746.42,0.0,0.0
746.06,746.42,0.0,0.0
746.97,746.43,0.0,0.0
746.09,746.44,0.0,0.0
747.01,746.44,0.0,0.0
746.39,746.46,0.0,0.0
747.22,746.47,0.0,0.0
745.77,746.48,0.0,0.0
746.05,746.49,0.0,0.0
746.44,746.51,0.0,0.0
746.45,746.52,0.0,0.0
747.07,746.54,0.0,0.0
746.95,746.55,0.0,0.0
745.88,746.56,0.0,0.0
748.01,746.56,0.0,0.0
745.72,746.57,0.0,0.0
746.68,746.58,0.0,0.0
746.51,746.59,0.0,0.0
746.81,746.6,0.0,0.0
747.41,746.6,0.0,0.0
745.97,746.61,0.0,0.0
746.28,746.62,0.0,0.0
746.85,746.62,0.0,0.0
745.1,746.63,0.0,0.0
747.37,746.63,0.0,0.0
746.45,746.64,0.0,0.0
746.34,746.64,0.0,0.0
747.53,746.64,0.0,0.0
746.91,746.64,0.0,0.0
746.46,746.64,0.0,0.0
746.79,746.64,0.0,0.0
746.87,746.64,0.0,0.0
746.88,746.63,0.0,0.0
746.53,746.63,0.0,0.0
747.73,746.63,0.0,0.0
746.41,746.62,0.0,0.0
746.22,746.62,0.0,0.0
745.83,746.61,0.0,0.0
746.13,746.6,0.0,0.0
747.22,746.59,0.0,0.0
746.27,746.58,0.0,0.0
746.57,746.57,0.0,0.0
746.34,746.56,0.0,0.0
746.91,746.55,0.0,0.0
746.79,746.53,0.0,0.0
746.7,746.52,0.0,0.0
745.84,746.51,0.0,0.0
746.52,746.5,0.0,0.0
746.43,746.49,0.0,0.0
747.36,746.47,0.0,0.0
746.2,746.47,0.0,0.0
746.93,746.46,0.0,0.0
745.52,746.45,0.0,0.0
745.88,746.44,0.0,0.0
747.3,746.44,0.0,0.0
745.88,746.43,0.0,0.0
747.16,746.43,0.0,0.0
745.93,746.43,0.0,0.0
746.36,746.43,0.0,0.0
745.65,746.43,0.0,0.0
746.63,746.44,0.0,0.0
747.19,746.44,0.0,0.0
745.82,746.45,0.0,0.0
745.99,746.46,0.0,0.0
747.08,746.47,0.0,0.0
746.01,746.48,0.0,0.0
747.03,746.49,0.0,0.0
745.29,746.5,0.0,0.0
747.7,746.51,0.0,0.0
746.02,746.53,0.0,0.0
746.56,746.55,0.0,0.0
747.18,746.56,0.0,0.0
746.71,746.58,0.0,0.0
746.28,746.59,0.0,0.0
747.62,746.61,0.0,0.0
746.1,746.62,0.0,0.0
746.97,746.63,0.0,0.0
746.59,746.65,0.0,0.0
745.83,746.66,0.0,0.0
746.83,746.66,0.0,0.0
745.54,746.67,0.0,0.0
747.18,746.67,0.0,0.0
746.83,746.68,0.0,0.0
747.08,746.68,0.0,0.0
747.31,746.68,0.0,0.0
747.78,746.68,0.0,0.0
746.89,746.67,0.0,0.0
745.86,746.67,0.0,0.0
745.82,746.66,0.0,0.0
747.3,746.65,0.0,0.0
745.85,746.64,0.0,0.0
747.53,746.64,0.0,0.0
746.59,746.63,0.0,0.0
747.04,746.62,0.0,0.0
746.34,746.6,0.0,0.0
746.1,746.59,0.0,0.0
745.88,746.57,0.0,0.0
747.15,746.55,0.0,0.0
746.33,746.52,0.0,0.0
746.47,746.49,0.0,0.0
746.53,746.46,0.0,0.0
747.35,746.43,0.0,0.0
745.62,746.4,0.0,0.0
746.8,746.37,0.0,0.0
746.27,746.34,0.0,0.0
746.06,746.31,0.0,0.0
746.99,746.28,0.0,0.0
747.2,746.26,0.0,0.0
747.49,746.23,0.0,0.0
747.13,746.21,0.0,0.0
740.96,746.19,0.0,0.0
747.4,746.17,0.0,0.0
745.38,746.15,0.0,0.0
745.34,746.14,0.0,0.0
745.43,746.14,0.0,0.0
746.34,746.13,0.0,0.0
746.05,746.13,0.0,0.0
746.74,746.13,0.0,0.0
745.91,746.13,0.0,0.0
746.65,746.13,0.0,0.0
745.94,746.14,0.0,0.0
746.41,746.15,0.0,0.0
746.94,746.16,0.0,0.0
745.87,746.17,0.0,0.0
746.72,746.18,0.0,0.0
745.65,746.2,0.0,0.0
746.71,746.21,0.0,0.0
745.43,746.22,0.0,0.0
746.79,746.23,0.0,0.0
747.11,746.24,0.0,0.0
746.01,746.24,0.0,0.0
746.4,746.25,0.0,0.0
744.78,746.25,0.0,0.0
746.0,746.25,0.0,0.0
746.78,746.25,0.0,0.0
745.44,746.26,0.0,0.0
747.25,746.26,0.0,0.0
746.65,746.27,0.0,0.0
746.47,746.28,0.0,0.0
746.61,746.29,0.0,0.0
745.75,746.31,0.0,0.0
744.95,746.33,0.0,0.0
746.85,746.35,0.0,0.0
745.79,746.38,0.0,0.0
747.21,746.41,0.0,0.0
745.99,746.44,0.0,0.0
746.3,746.47,0.0,0.0
746.35,746.5,0.0,0.0
747.54,746.53,0.0,0.0
746.37,746.57,0.0,0.0
745.46,746.6,0.0,0.0
746.92,746.64,0.0,0.0
747.63,746.67,0.0,0.0
746.52,746.7,0.0,0.0
746.42,746.73,0.0,0.0
747.55,746.76,0.0,0.0
746.52,746.78,0.0,0.0
747.67,746.81,0.0,0.0
747.1,746.83,0.0,0.0
747.27,746.85,0.0,0.0
745.88,746.87,0.0,0.0
747.59,746.88,0.0,0.0
746.23,746.89,0.0,0.0
747.45,746.89,0.0,0.0
746.94,746.89,0.0,0.0
746.65,746.88,0.0,0.0
746.99,746.88,0.0,0.0
747.38,746.87,0.0,0.0
745.99,746.86,0.0,0.0
747.3,746.85,0.0,0.0
746.79,746.84,0.0,0.0
746.93,746.83,0.0,0.0
746.73,746.82,0.0,0.0
748.72,746.81,0.0,0.0
746.32,746.81,0.0,0.0
745.47,746.8,0.0,0.0
747.13,746.8,0.0,0.0
746.24,746.8,0.0,0.0
745.32,746.79,0.0,0.0
746.91,746.8,0.0,0.0
747.07,746.8,0.0,0.0
747.16,746.8,0.0,0.0
746.68,746.81,0.0,0.0
746.65,746.81,0.0,0.0
747.48,746.82,0.0,0.0
746.0,746.83,0.0,0.0
747.6,746.84,0.0,0.0
747.04,746.85,0.0,0.0
746.99,746.86,0.0,0.0
747.23,746.87,0.0,0.0
747.53,746.88,0.0,0.0
745.84,746.89,0.0,0.0
747.19,746.89,0.0,0.0
745.78,746.9,0.0,0.0
747.76,746.91,0.0,0.0
746.29,746.91,0.0,0.0
747.3,746.92,0.0,0.0
747.25,746.92,0.0,0.0
747.61,746.92,0.0,0.0
746.55,746.92,0.0,0.0
747.5,746.92,0.0,0.0
746.28,746.92,0.0,0.0
746.9,746.92,0.0,0.0
746.49,746.92,0.0,0.0
746.52,746.93,0.0,0.0
746.55,746.93,0.0,0.0
747.86,746.93,0.0,0.0
746.83,746.94,0.0,0.0
746.91,746.94,0.0,0.0
746.87,746.95,0.0,0.0
747.34,746.95,0.0,0.0
747.2,746.96,0.0,0.0
746.54,746.96,0.0,0.0
746.73,746.96,0.0,0.0
747.13,746.97,0.0,0.0
746.15,746.97,0.0,0.0
747.52,746.98,0.0,0.0
747.55,747.0,0.0,0.0
747.37,747.02,0.0,0.0
746.87,747.04,0.0,0.0
747.55,747.06,0.0,0.0
746.51,747.09,0.0,0.0
745.89,747.12,0.0,0.0
746.98,747.15,0.0,0.0
747.19,747.17,0.0,0.0
747.7,747.2,0.0,0.0
747.95,747.23,0.0,0.0
746.02,747.25,0.0,0.0
747.06,747.28,0.0,0.0
746.36,747.3,0.0,0.0
746.82,747.32,0.0,0.0
745.65,747.33,0.0,0.0
751.66,747.34,0.0,0.0
748.59,747.35,0.0,0.0
748.07,747.52,0.0,0.0
745.76,747.51,0.0,0.0
747.64,747.5,0.0,0.0
747.23,747.49,0.0,0.0
747.7,747.48,0.0,0.0
748.18,747.47,0.0,0.0
748.17,747.46,0.0,0.0
747.0,747.45,0.0,0.0
747.01,747.44,0.0,0.0
748.2,747.43,0.0,0.0
746.96,747.42,0.0,0.0
748.07,747.41,0.0,0.0
747.8,747.41,0.0,0.0
746.11,747.4,0.0,0.0
748.01,747.4,0.0,0.0
746.46,747.39,0.0,0.0
747.6,747.39,0.0,0.0
747.75,747.39,0.0,0.0
747.82,747.39,0.0,0.0
746.95,747.38,0.0,0.0
747.06,747.38,0.0,0.0
747.02,747.37,0.0,0.0
746.27,747.37,0.0,0.0
748.03,747.36,0.0,0.0
748.38,747.35,0.0,0.0
746.97,747.35,0.0,0.0
747.92,747.34,0.0,0.0
747.16,747.33,0.0,0.0
747.4,747.33,0.0,0.0
747.19,747.32,0.0,0.0
748.23,747.31,0.0,0.0
747.29,747.31,0.0,0.0
746.71,747.3,0.0,0.0
747.16,747.29,0.0,0.0
748.11,747.28,0.0,0.0
746.01,747.27,0.0,0.0
748.1,747.26,0.0,0.0
746.64,747.25,0.0,0.0
747.31,747.24,0.0,0.0
746.74,747.22,0.0,0.0
746.15,747.21,0.0,0.0
747.69,747.19,0.0,0.0
746.27,747.17,0.0,0.0
748.21,747.16,0.0,0.0
748.4,747.14,0.0,0.0
747.92,747.13,0.0,0.0
747.36,747.12,0.0,0.0
745.98,747.1,0.0,0.0
748.11,747.1,0.0,0.0
745.94,747.09,0.0,0.0
747.69,747.09,0.0,0.0
746.23,747.1,0.0,0.0
746.06,747.11,0.0,0.0
747.16,747.12,0.0,0.0
746.78,747.13,0.0,0.0
747.63,747.14,0.0,0.0
746.91,747.16,0.0,0.0
746.47,747.17,0.0,0.0
746.93,747.18,0.0,0.0
747.14,747.19,0.0,0.0
747.71,747.2,0.0,0.0
747.44,747.21,0.0,0.0
746.46,747.21,0.0,0.0
746.84,747.22,0.0,0.0
747.41,747.21,0.0,0.0
752.35,747.21,0.0,0.0
746.15,747.2,0.0,0.0
747.52,747.18,0.0,0.0
748.42,747.16,0.0,0.0
746.89,747.13,0.0,0.0
745.87,747.1,0.0,0.0
747.22,747.06,0.0,0.0
745.83,747.02,0.0,0.0
746.75,746.97,0.0,0.0
746.86,746.92,0.0,0.0
746.91,746.87,0.0,0.0
747.04,746.82,0.0,0.0
746.03,746.76,0.0,0.0
746.8,746.7,0.0,0.0
745.75,746.65,0.0,0.0
747.15,746.59,0.0,0.0
747.11,746.54,0.0,0.0
745.68,746.49,0.0,0.0
746.2,746.44,0.0,0.0
747.14,746.4,0.0,0.0
746.09,746.36,0.0,0.0
747.15,746.33,0.0,0.0
745.51,746.3,0.0,0.0
747.23,746.27,0.0,0.0
745.87,746.25,0.0,0.0
745.02,746.23,0.0,0.0
746.42,746.21,0.0,0.0
745.76,746.19,0.0,0.0
746.19,746.18,0.0,0.0
744.6,746.17,0.0,0.0
746.23,746.16,0.0,0.0
746.46,746.15,0.0,0.0
745.47,746.15,0.0,0.0
747.23,746.15,0.0,0.0
746.45,746.15,0.0,0.0
746.07,746.15,0.0,0.0
746.72,746.16,0.0,0.0
745.84,746.16,0.0,0.0
745.66,746.17,0.0,0.0
746.05,746.17,0.0,0.0
746.6,746.18,0.0,0.0
746.66,746.19,0.0,0.0
745.67,746.19,0.0,0.0
746.34,746.2,0.0,0.0
746.52,746.2,0.0,0.0
747.46,746.2,0.0,0.0
745.01,746.21,0.0,0.0
745.75,746.21,0.0,0.0
746.41,746.21,0.0,0.0
746.35,746.21,0.0,0.0
746.16,746.21,0.0,0.0
745.6,746.21,0.0,0.0
746.82,746.21,0.0,0.0
745.88,746.21,0.0,0.0
745.54,746.21,0.0,0.0
747.0,746.22,0.0,0.0
746.46,746.22,0.0,0.0
745.67,746.22,0.0,0.0
747.22,746.22,0.0,0.0
744.97,746.22,0.0,0.0
746.37,746.22,0.0,0.0
745.97,746.22,0.0,0.0
747.19,746.22,0.0,0.0
747.28,746.22,0.0,0.0
745.45,746.22,0.0,0.0
746.74,746.22,0.0,0.0
745.67,746.22,0.0,0.0
745.76,746.22,0.0,0.0
745.71,746.22,0.0,0.0
745.91,746.22,0.0,0.0
747.9,746.21,0.0,0.0
745.63,746.21,0.0,0.0
747.07,746.21,0.0,0.0
744.9,746.22,0.0,0.0
746.01,746.22,0.0,0.0
745.84,746.22,0.0,0.0
745.62,746.23,0.0,0.0
746.84,746.24,0.0,0.0
746.94,746.24,0.0,0.0
746.94,746.25,0.0,0.0
746.66,746.26,0.0,0.0
744.92,746.27,0.0,0.0
746.78,746.27,0.0,0.0
745.19,746.28,0.0,0.0
745.97,746.28,0.0,0.0
745.92,746.28,0.0,0.0
747.37,746.28,0.0,0.0
746.68,746.28,0.0,0.0
746.67,746.28,0.0,0.0
747.93,746.27,0.0,0.0
746.03,746.27,0.0,0.0
745.16,746.26,0.0,0.0
746.67,746.25,0.0,0.0
746.57,746.24,0.0,0.0
746.24,746.23,0.0,0.0
745.68,746.22,0.0,0.0
745.85,746.2,0.0,0.0
746.06,746.19,0.0,0.0
744.89,746.17,0.0,0.0
747.33,746.16,0.0,0.0
745.49,746.14,0.0,0.0
745.96,746.12,0.0,0.0
746.81,746.1,0.0,0.0
745.61,746.08,0.0,0.0
747.08,746.06,0.0,0.0
745.89,746.05,0.0,0.0
746.19,746.03,0.0,0.0
746.76,746.02,0.0,0.0
745.77,746.01,0.0,0.0
745.45,746.01,0.0,0.0
745.09,746.01,0.0,0.0
745.73,746.01,0.0,0.0
746.36,746.02,0.0,0.0
746.19,746.02,0.0,0.0
745.65,746.03,0.0,0.0
746.13,746.04,0.0,0.0
746.3,746.06,0.0,0.0
744.45,746.07,0.0,0.0
745.68,746.09,0.0,0.0
746.45,746.11,0.0,0.0
745.74,746.13,0.0,0.0
747.09,746.16,0.0,0.0
747.25,746.18,0.0,0.0
745.18,746.21,0.0,0.0
746.86,746.25,0.0,0.0
746.71,746.28,0.0,0.0
746.73,746.31,0.0,0.0
745.73,746.34,0.0,0.0
746.68,746.38,0.0,0.0
746.5,746.41,0.0,0.0
746.12,746.44,0.0,0.0
746.7,746.47,0.0,0.0
746.82,746.5,0.0,0.0
745.49,746.52,0.0,0.0
746.81,746.54,0.0,0.0
745.95,746.56,0.0,0.0
747.18,746.58,0.0,0.0
745.59,746.59,0.0,0.0
748.44,746.6,0.0,0.0
747.65,746.61,0.0,0.0
746.53,746.61,0.0,0.0
745.86,746.61,0.0,0.0
746.96,746.61,0.0,0.0
746.19,746.61,0.0,0.0
746.37,746.61,0.0,0.0
747.4,746.6,0.0,0.0
747.77,746.6,0.0,0.0
746.31,746.59,0.0,0.0
746.1,746.59,0.0,0.0
746.57,746.58,0.0,0.0
745.78,746.58,0.0,0.0
746.44,746.58,0.0,0.0
747.2,746.58,0.0,0.0
746.42,746.58,0.0,0.0
746.33,746.58,0.0,0.0
745.01,746.59,0.0,0.0
746.83,746.59,0.0,0.0
745.6,746.6,0.0,0.0
747.14,746.62,0.0,0.0
746.48,746.63,0.0,0.0
747.68,746.65,0.0,0.0
746.75,746.66,0.0,0.0
746.43,746.68,0.0,0.0
746.89,746.69,0.0,0.0
746.73,746.71,0.0,0.0
747.59,746.72,0.0,0.0
747.62,746.74,0.0,0.0
746.67,746.75,0.0,0.0
747.79,746.76,0.0,0.0
745.97,746.76,0.0,0.0
745.6,746.77,0.0,0.0
746.62,746.76,0.0,0.0
745.97,746.76,0.0,0.0
747.55,746.75,0.0,0.0
746.6,746.74,0.0,0.0
748.06,746.73,0.0,0.0
746.83,746.71,0.0,0.0
745.86,746.7,0.0,0.0
746.56,746.68,0.0,0.0
746.57,746.67,0.0,0.0
747.18,746.65,0.0,0.0
746.66,746.64,0.0,0.0
746.98,746.63,0.0,0.0
747.76,746.62,0.0,0.0
744.02,746.62,0.0,0.0
747.07,746.62,0.0,0.0
746.27,746.62,0.0,0.0
746.36,746.63,0.0,0.0
746.54,746.64,0.0,0.0
746.28,746.65,0.0,0.0
746.62,746.67,0.0,0.0
746.87,746.69,0.0,0.0
747.0,746.72,0.0,0.0
746.66,746.74,0.0,0.0
746.14,746.78,0.0,0.0
747.27,746.81,0.0,0.0
745.82,746.85,0.0,0.0
747.93,746.89,0.0,0.0
746.51,746.93,0.0,0.0
746.38,746.97,0.0,0.0
747.68,747.01,0.0,0.0
747.34,747.05,0.0,0.0
747.62,747.08,0.0,0.0
747.53,747.11,0.0,0.0
747.04,747.14,0.0,0.0
747.66,747.16,0.0,0.0
746.69,747.17,0.0,0.0
748.19,747.18,0.0,0.0
747.72,747.19,0.0,0.0
746.96,747.19,0.0,0.0
746.82,747.19,0.0,0.0
747.29,747.18,0.0,0.0
748.9,747.17,0.0,0.0
746.96,747.16,0.0,0.0
746.36,747.15,0.0,0.0
746.44,747.14,0.0,0.0
746.07,747.12,0.0,0.0
747.07,747.11,0.0,0.0
747.72,747.1,0.0,0.0
747.57,747.09,0.0,0.0
747.92,747.08,0.0,0.0
745.76,747.07,0.0,0.0
746.61,747.06,0.0,0.0
746.18,747.06,0.0,0.0
747.55,747.05,0.0,0.0
746.79,747.05,0.0,0.0
747.0,747.04,0.0,0.0
747.7,747.04,0.0,0.0
746.7,747.03,0.0,0.0
747.45,747.03,0.0,0.0
747.71,747.02,0.0,0.0
746.92,747.01,0.0,0.0
747.18,747.0,0.0,0.0
746.6,746.99,0.0,0.0
748.55,746.98,0.0,0.0
746.8,746.97,0.0,0.0
747.18,746.96,0.0,0.0
746.18,746.95,0.0,0.0
746.45,746.94,0.0,0.0
746.59,746.93,0.0,0.0
746.56,746.92,0.0,0.0
747.1,746.92,0.0,0.0
747.9,746.91,0.0,0.0
747.65,746.91,0.0,0.0
741.6,746.9,0.0,0.0
747.97,746.9,0.0,0.0
748.38,746.9,0.0,0.0
747.17,746.9,0.0,0.0
746.48,746.91,0.0,0.0
747.03,746.91,0.0,0.0
747.66,746.91,0.0,0.0
746.42,746.9,0.0,0.0
748.59,746.9,0.0,0.0
746.61,746.89,0.0,0.0
747.19,746.89,0.0,0.0
747.03,746.88,0.0,0.0
746.19,746.86,0.0,0.0
746.9,746.85,0.0,0.0
747.28,746.83,0.0,0.0
746.88,746.81,0.0,0.0
746.7,746.79,0.0,0.0
746.91,746.77,0.0,0.0
747.43,746.74,0.0,0.0
746.26,746.72,0.0,0.0
746.81,746.7,0.0,0.0
745.32,746.67,0.0,0.0
745.31,746.65,0.0,0.0
747.32,746.64,0.0,0.0
746.08,746.62,0.0,0.0
746.69,746.61,0.0,0.0
746.79,746.6,0.0,0.0
746.66,746.59,0.0,0.0
747.29,746.59,0.0,0.0
745.22,746.58,0.0,0.0
747.32,746.58,0.0,0.0
746.76,746.58,0.0,0.0
747.56,746.58,0.0,0.0
746.45,746.58,0.0,0.0
746.15,746.58,0.0,0.0
746.43,746.58,0.0,0.0
745.89,746.59,0.0,0.0
746.84,746.59,0.0,0.0
747.15,746.6,0.0,0.0
746.69,746.6,0.0,0.0
747.64,746.61,0.0,0.0
746.3,746.61,0.0,0.0
746.01,746.62,0.0,0.0
745.56,746.63,0.0,0.0
746.36,746.63,0.0,0.0
746.08,746.64,0.0,0.0
747.22,746.66,0.0,0.0
746.7,746.67,0.0,0.0
747.5,746.69,0.0,0.0
746.24,746.7,0.0,0.0
746.45,746.72,0.0,0.0
747.33,746.74,0.0,0.0
746.17,746.76,0.0,0.0
746.85,746.77,0.0,0.0
747.45,746.79,0.0,0.0
746.9,746.8,0.0,0.0
746.39,746.82,0.0,0.0
747.78,746.83,0.0,0.0
746.61,746.83,0.0,0.0
746.55,746.84,0.0,0.0
746.7,746.84,0.0,0.0
747.35,746.84,0.0,0.0
747.44,746.84,0.0,0.0
746.6,746.84,0.0,0.0
746.97,746.83,0.0,0.0
746.9,746.82,0.0,0.0
746.87,746.81,0.0,0.0
747.25,746.8,0.0,0.0
745.91,746.79,0.0,0.0
747.24,746.78,0.0,0.0
746.23,746.77,0.0,0.0
746.35,746.76,0.0,0.0
746.76,746.75,0.0,0.0
746.32,746.74,0.0,0.0
746.32,746.73,0.0,0.0
747.65,746.73,0.0,0.0
747.0,746.73,0.0,0.0
746.37,746.73,0.0,0.0
746.77,746.73,0.0,0.0
746.89,746.73,0.0,0.0
746.35,746.74,0.0,0.0
746.07,746.76,0.0,0.0
746.47,746.77,0.0,0.0
746.8,746.79,0.0,0.0
747.04,746.82,0.0,0.0
747.7,746.84,0.0,0.0
746.25,746.86,0.0,0.0
748.1,746.89,0.0,0.0
746.65,746.91,0.0,0.0
745.75,746.94,0.0,0.0
746.66,746.96,0.0,0.0
747.12,746.98,0.0,0.0
747.13,747.01,0.0,0.0
746.38,747.03,0.0,0.0
747.88,747.05,0.0,0.0
746.98,747.07,0.0,0.0
748.08,747.08,0.0,0.0
747.97,747.1,0.0,0.0
748.32,747.11,0.0,0.0
746.46,747.11,0.0,0.0
746.63,747.12,0.0,0.0
746.66,747.12,0.0,0.0
746.77,747.11,0.0,0.0
746.9,747.1,0.0,0.0
747.24,747.09,0.0,0.0
747.34,747.08,0.0,0.0
747.42,747.06,0.0,0.0
747.14,747.05,0.0,0.0
748.44,747.04,0.0,0.0
746.73,747.03,0.0,0.0
746.26,747.02,0.0,0.0
746.44,747.01,0.0,0.0
747.1,747.0,0.0,0.0
746.13,747.0,0.0,0.0
747.57,746.99,0.0,0.0
745.94,746.98,0.0,0.0
748.48,746.98,0.0,0.0
745.43,746.97,0.0,0.0
746.81,746.97,0.0,0.0
746.14,746.96,0.0,0.0
746.69,746.95,0.0,0.0
746.23,746.94,0.0,0.0
749.13,746.92,0.0,0.0
750.42,746.9,0.0,0.0
745.53,746.88,0.0,0.0
748.11,746.86,0.0,0.0
746.03,746.84,0.0,0.0
